id,cocina_pir,sala_pir,estudiof_pir
9787,0.000369253,0.001174734,0.000851476
9788,0.000265571,0.000149542,0.000983561
9789,0.000528855,0.000448312,0.000559479
9790,0.000688674,0.000956494,0.001413519
9791,0.192819595,0.053783301,0.005020743
9792,0.000467906,0.000394469,0.001742148
9793,0.000402805,0.000601953,0.000777256
9794,0.000471599,0.000155552,0.044760827
9795,0.000407847,0.000385047,0.001065591
9796,0.000453523,0.00034507,0.001325708
9797,0.000341043,0.000518323,0.00095786
9798,0.000290269,0.000773911,0.010440972
9799,0.102237545,0.919176996,0.001364411
9800,0.936489046,0.0014607,0.042402551
9801,0.000392336,9.60E-05,0.002179903
9802,0.000544106,0.000502199,0.001209256
9803,0.000470098,0.000371231,0.007963125
9804,0.000417162,0.000606592,0.000881269
9805,0.000421497,0.00060739,0.000806727
9806,0.000445289,0.001021362,0.00133362
9807,0.000358829,0.000613428,0.000585248
9808,0.006584196,0.000513133,0.004207721
9809,0.000350078,0.000400256,0.001586991
9810,0.000413479,4.78E-05,0.010486146
9811,0.00252594,0.00025055,0.050538305
9812,0.034688611,0.009921766,0.013496612
9813,0.000461568,0.000586245,0.000724209
9814,0.000526101,0.000557115,0.000895734
9815,0.000623148,0.005644555,0.015504659
9816,0.000644922,0.000522527,0.000800558
9817,0.000490303,0.000143727,0.063884489
9818,0.000474741,0.00042923,0.000662776
9819,0.000473512,7.88E-05,0.003673712
9820,0.000777309,5.48E-05,0.007855614
9821,0.000397137,0.002052604,0.002954922
9822,0.00782849,0.011521751,0.006848332
9823,0.013356555,0.00308309,0.006749035
9824,0.000388643,0.000408199,0.001663672
9825,0.000600693,0.000476789,0.000787115
9826,0.000382295,0.000696056,0.006478825
9827,0.000303822,0.0007849,0.047967229
9828,0.027868783,0.019783707,0.017892333
9829,0.000324076,0.000253406,0.000948936
9830,0.986890972,0.00042367,0.000263161
9831,0.008529264,0.014861541,0.015518021
9832,0.000270584,0.000181296,0.001556908
9833,0.000433935,0.000538088,0.000772429
9834,0.00076629,0.000134646,0.000547897
9835,0.000520333,0.000699565,0.000556268
9836,0.000193421,0.000177614,0.000720264
9837,0.001303023,0.000149352,0.000664771
9838,0.000328347,0.000615613,0.001670331
9839,0.000499898,0.001865397,0.005573211
9840,0.991256714,0.015790036,0.004754859
9841,0.000369253,0.001220955,0.000797097
9842,0.000521249,0.000448054,0.000643389
9843,0.000342261,0.000347042,0.000559332
9844,0.00081005,0.000184124,0.000773224
9845,0.000453883,0.000544313,0.000540902
9846,0.000235478,0.000133583,0.001507045
9847,0.049820039,0.005176429,0.081863143
9848,0.605831921,0.002510756,0.025773775
9849,0.000422121,5.39E-05,0.000851338
9850,0.000307385,8.97E-05,0.000457308
9851,0.000279167,0.000745206,0.00551317
9852,0.874409854,0.000907529,0.007536149
9853,0.002345365,0.076618344,0.000321434
9854,0.000452721,0.000148834,0.001538608
9855,0.000517183,0.000603211,0.000918293
9856,0.000455868,0.000642616,0.00065317
9857,0.001318382,0.00019119,0.022105206
9858,0.202189744,0.294184655,0.00247042
9859,0.256953388,0.009841316,0.024676243
9860,0.000536225,7.29E-05,0.000576667
9861,0.000772891,7.21E-05,0.002666551
9862,0.000496812,0.00058106,0.0005827
9863,0.000421693,0.00048129,0.003302066
9864,0.000412736,0.000517167,0.000706982
9865,0.001012069,0.000246144,0.002115128
9866,0.000402185,0.000637304,0.000777283
9867,0.000464639,0.000304524,0.002591879
9868,0.000443119,0.000507085,0.000947605
9869,0.000294828,0.002034408,0.000500279
9870,0.000459984,0.000571588,0.0005561
9871,0.006301316,0.004188092,0.006241771
9872,0.026935514,0.00736128,0.003171086
9873,0.000517723,0.000575042,0.001119095
9874,0.964144886,0.092910156,0.004130925
9875,0.925617039,0.782056749,0.069361359
9876,0.000369253,0.001660026,0.000753673
9877,0.97383523,0.51219964,0.002042835
9878,0.001581392,0.000366103,0.005617585
9879,0.000557573,0.000397316,0.000961168
9880,0.00587839,0.017536098,0.009928803
9881,0.000542985,0.000178301,0.006831945
9882,0.000519695,0.000582087,0.000672186
9883,0.00063485,0.000312703,0.001594665
9884,0.000483718,0.000185076,0.001696513
9885,0.039766409,0.23509334,0.001417052
9886,0.000300103,0.000903013,0.001767772
9887,0.000388868,0.000287084,0.000935405
9888,0.000566323,0.000721926,0.000587329
9889,0.000433259,8.90E-05,0.004439131
9890,0.000363689,0.000375104,0.001056246
9891,0.000831955,0.000157934,0.000601252
9892,0.014582777,0.000929049,0.001960278
9893,0.510901809,0.003672795,0.00122717
9894,0.000394312,0.00082356,0.000836014
9895,0.975918412,0.013802405,0.016709561
9896,0.000314098,0.000823618,0.012595631
9897,0.000251651,0.000382178,0.014899608
9898,0.937272727,0.001050671,0.004807758
9899,0.000542097,0.000435117,0.000958873
9900,0.000352677,0.001013917,0.00137624
9901,0.000554243,0.000303613,0.00066897
9902,0.000452554,0.000523735,0.000540902
9903,0.000694536,0.001082371,0.001318478
9904,0.000833411,0.000354299,0.003356382
9905,0.000517183,0.000522228,0.000702148
9906,0.00042035,0.000190427,0.000674834
9907,0.000496262,0.000465769,0.001295134
9908,0.000418737,0.000278862,0.001204563
9909,0.974707007,0.001539857,0.001391108
9910,0.000465195,0.000544403,0.001048056
9911,0.000265124,9.93E-05,0.000716771
9912,0.001157151,0.000423322,0.027102085
9913,0.000420192,0.000690744,0.000540856
9914,0.000441275,0.000663273,0.000652743
9915,0.001177612,0.000272819,0.033817571
9916,0.000825406,0.000210465,0.000601252
9917,0.000452475,9.97E-05,0.00064534
9918,0.981225193,0.0251197,0.002479745
9919,0.001692581,0.000218099,0.001709759
9920,0.000316837,0.000139668,0.00052093
9921,0.000465682,9.00E-05,0.001237533
9922,0.00061743,0.000288857,0.005402555
9923,0.000716981,0.000257585,0.000951435
9924,0.008045162,0.022386258,0.005227569
9925,0.001000207,0.000125993,0.000825337
9926,0.90901798,0.003175803,0.007220472
9927,0.000520717,0.000247784,0.003210375
9928,0.000574552,0.000709285,0.000619667
9929,0.000490508,0.000512811,0.002195803
9930,0.003244679,0.006299491,0.007824183
9931,0.000451755,0.000545767,0.000735773
9932,0.000574365,8.76E-05,0.001563404
9933,0.000376837,0.000149081,0.000567738
9934,0.000398834,0.000928818,0.002006232
9935,0.000585664,0.001030905,0.000940455
9936,0.001326303,0.008807224,0.002287154
9937,0.000425919,7.09E-05,0.001782983
9938,0.000589593,0.000647412,0.000702805
9939,0.000244665,0.000216956,0.001095493
9940,0.000285186,0.000121149,0.002319151
9941,0.065645084,0.222285837,0.014142185
9942,0.1437314,0.00384106,0.008365646
9943,0.000635856,0.000617471,0.000794875
9944,0.000923389,7.70E-05,0.003606988
9945,0.00045671,6.44E-05,0.054721478
9946,0.000485246,0.000532214,0.000633508
9947,0.029808348,0.863566756,0.003194397
9948,0.00045803,0.000564008,0.000882967
9949,0.000561083,0.000529552,0.001706639
9950,0.000245631,0.000365223,0.001157303
9951,0.000575788,0.0002191,0.001792593
9952,0.010360492,0.010907965,0.016811857
9953,0.000347385,0.000834448,0.000639599
9954,0.000544063,0.000348858,0.001726784
9955,0.000252604,0.000514199,0.086436272
9956,0.000297645,8.85E-05,0.001403293
9957,0.000405198,0.000828629,0.000654572
9958,0.185719848,0.007517982,0.07354942
9959,0.000464097,0.000348457,0.000642541
9960,0.000416716,0.000602572,0.000669168
9961,0.001713207,0.005282747,0.002455977
9962,0.0003177,0.000930564,0.000767664
9963,0.000589593,0.000647412,0.000673172
9964,0.011626997,0.00711733,0.002449979
9965,0.001947696,0.006335703,0.001141228
9966,0.003024436,0.002638348,0.005452457
9967,0.000868694,0.006668935,0.000678568
9968,0.000317274,0.000330471,0.000573137
9969,0.000238239,0.000206118,0.001092966
9970,0.000343987,0.000109611,0.002357472
9971,0.000668807,0.000101191,0.000771446
9972,0.000504685,0.001190963,0.000556783
9973,0.000362408,0.000483565,0.057128612
9974,0.000502595,0.000714376,0.000597027
9975,0.000416722,7.31E-05,0.001745171
9976,0.000484489,0.000325093,0.00201752
9977,0.000535367,0.000518487,0.000940005
9978,0.435619771,0.000851264,0.010148167
9979,0.000301448,0.000579403,0.001104725
9980,0.000523368,0.000548955,0.000743618
9981,0.000487368,0.000609881,0.000641963
9982,0.673837125,0.013975718,0.007671811
9983,0.000686064,0.000192547,0.010656632
9984,0.000525168,0.000468017,0.000804369
9985,0.000278896,0.000152795,0.000537808
9986,0.000304466,0.001493675,0.000712337
9987,0.006357366,0.000656009,0.004790127
9988,0.000422073,0.000142147,0.000519895
9989,0.47206986,0.008856446,0.005222598
9990,0.000989616,0.006957688,0.001980205
9991,0.000389598,9.28E-05,0.004771571
9992,0.000408903,0.000859343,0.001438946
9993,0.000443214,0.000987368,0.000800638
9994,0.000298463,0.000111585,0.000398139
9995,0.217709243,0.567824244,0.018633857
9996,0.000444078,0.000270128,0.034923177
9997,0.000548411,0.00032849,0.001224606
9998,0.000299585,0.000161966,0.003076355
9999,0.000208657,9.36E-05,0.001041318
10000,0.000537804,0.000107896,0.002022333
10001,0.000247413,9.58E-05,0.000531745
10002,0.000648647,0.00049887,0.001778314
10003,0.000559884,6.45E-05,0.004564521
10004,0.013995504,0.004789225,0.004916234
10005,0.000531492,0.00059312,0.000585208
10006,0.000366181,0.003132109,0.000705663
10007,0.000504307,0.000474909,0.001649884
10008,0.000344605,0.000177819,0.001175018
10009,0.000911249,7.79E-05,0.003747341
10010,0.000825406,0.000178464,0.00059995
10011,0.000570775,0.00053359,0.001687317
10012,0.00018733,9.95E-05,0.002226179
10013,0.000509053,0.000730478,0.00056981
10014,0.000578598,0.000718309,0.000598188
10015,0.000247365,0.000112363,0.001687354
10016,0.000961768,0.000142361,0.000790588
10017,0.000151427,0.000220155,0.000831879
10018,0.000578598,0.00073603,0.000596892
10019,0.000408958,0.000548308,0.000512424
10020,0.743250489,0.698073208,0.003115093
10021,0.978946447,0.028819019,0.002401187
10022,0.000569033,0.000552691,0.000926712
10023,0.000509733,0.000605131,0.000970899
10024,0.000828967,0.000471361,0.000736673
10025,0.00105771,0.000122225,0.01847754
10026,0.000360112,0.000329262,0.011524097
10027,0.969597876,0.001894821,0.000484656
10028,0.000323343,0.000130252,0.020786142
10029,0.959884167,0.057249438,0.024527846
10030,0.000521784,0.000354671,0.000705865
10031,0.000506262,0.000449117,0.000964655
10032,0.00043982,0.000140268,0.001676843
10033,0.000521819,0.000313201,0.002074138
10034,0.000344729,0.000136685,0.000517388
10035,0.000500649,0.000576895,0.001061936
10036,0.000410893,9.83E-05,0.000853066
10037,0.000438977,0.000483962,0.000700741
10038,0.00049083,0.000720341,0.000646678
10039,0.968349218,0.002605255,0.003289202
10040,0.000470302,0.000435046,0.000523937
10041,0.000452586,0.001016848,0.000956164
10042,0.0005405,0.0003523,0.001369986
10043,0.000767758,0.000548838,0.001279102
10044,0.009718076,0.783583879,0.000584039
10045,0.003047655,0.004316202,0.004543456
10046,0.001170786,0.015478398,0.000654239
10047,0.000402067,0.000825438,0.001362759
10048,0.000363374,9.79E-05,0.000778066
10049,0.000543676,0.000648601,0.004163861
10050,0.000802753,0.00024235,0.004254904
10051,0.000198723,0.000104057,0.001334829
10052,0.000426536,0.000471026,0.001220421
10053,0.000446753,0.000519318,0.000692596
10054,0.000378798,0.000570053,0.000604287
10055,0.00045021,0.000355176,0.001484876
10056,0.949629068,0.012035276,0.002617641
10057,0.000666568,0.000146464,0.000569776
10058,0.001246666,0.0001241,0.000529733
10059,0.000621794,0.000356267,0.00204226
10060,0.000412087,0.0004346,0.000785236
10061,0.000291718,0.001636694,0.000663018
10062,0.000449408,0.000870627,0.003239212
10063,0.000533735,0.000699815,0.00080675
10064,0.000485986,0.000262648,0.003427053
10065,0.000575989,0.000142331,0.000865319
10066,0.000524231,0.000146029,0.000681965
10067,0.000528094,0.000139138,0.02950439
10068,0.000415516,0.000361993,0.001575197
10069,0.000525004,0.000222639,0.000884422
10070,0.00055519,0.001457699,0.000601633
10071,0.547071576,0.002903238,0.004233113
10072,0.001992257,0.000459321,0.089180157
10073,0.000344362,0.001036016,0.0005838
10074,0.000388716,0.000478361,0.001009169
10075,0.000327097,0.000930564,0.00078826
10076,0.110673502,0.014180297,0.008091318
10077,0.000463517,0.001118976,0.000559479
10078,0.000496464,0.001168127,0.00080171
10079,0.000602069,5.22E-05,0.001495581
10080,0.000633692,0.000356536,0.000577876
10081,0.000332832,0.000353239,0.001111464
10082,0.930124223,0.002497477,0.00058095
10083,0.002119871,0.00030186,0.036247138
10084,0.000787708,0.000563991,0.036681991
10085,0.002827118,0.00077669,0.007943314
10086,7.00E-05,0.000267654,0.064567707
10087,0.984112799,0.014151874,0.002153837
10088,0.207496762,0.027913367,0.023528961
10089,0.000369253,0.001174734,0.000851476
10090,0.000717935,0.000175445,0.000989141
10091,0.000369253,0.001612175,0.000769815
10092,0.000298342,0.001265623,0.000650411
10093,0.697939754,0.020004779,0.004275599
10094,0.00068075,0.000217895,0.000666258
10095,0.000208556,0.000171898,0.001963133
10096,0.000566778,0.000685691,0.00201992
10097,0.000469907,0.000532926,0.000608101
10098,0.000593538,0.000127627,0.00968436
10099,0.000468322,0.000118776,0.001559658
10100,0.000490249,0.000462192,0.000927199
10101,0.000434476,0.00029014,0.002029936
10102,0.000249681,0.000537576,0.005970493
10103,0.000521264,0.000202611,0.006199358
10104,0.000511866,0.00047407,0.000862034
10105,0.000266727,9.92E-05,0.005380167
10106,0.003555929,0.002137115,0.023061648
10107,0.00050024,0.000469294,0.000836214
10108,0.000961768,0.000145213,0.000793495
10109,0.000427403,0.000667141,0.000918297
10110,0.000438903,0.000513864,0.000575222
10111,0.000362556,0.002474142,0.000803689
10112,0.000552336,0.000461594,0.00105459
10113,0.000732292,0.000319415,0.00437665
10114,0.9903965,0.009742617,0.003787881
10115,0.000839391,0.000359836,0.000805883
10116,0.00038049,0.000837168,0.002330443
10117,0.000516251,0.000590095,0.001933027
10118,0.000432831,0.000147333,0.022727616
10119,0.000269144,9.20E-05,0.001943411
10120,0.000569447,0.000102454,0.002375757
10121,0.02204538,0.004441958,0.007264855
10122,0.000397382,7.37E-05,0.000636808
10123,0.074026041,0.805327296,0.008062842
10124,0.001378,9.11E-05,0.002943364
10125,0.000467222,0.000360002,0.000948618
10126,0.000355813,0.000341951,0.011616825
10127,0.00187821,0.102825865,0.000447882
10128,0.000579599,0.000307501,0.000773343
10129,0.00057443,0.000587251,0.000686155
10130,0.00050005,7.49E-05,0.034307063
10131,0.000437606,0.000515442,0.000629068
10132,0.000541737,0.000568522,0.000612421
10133,0.000719472,0.000124169,0.018196298
10134,0.000925753,0.000147738,0.000684146
10135,0.000590744,7.37E-05,0.000614285
10136,0.701051831,0.000478726,0.002923697
10137,0.000352609,9.16E-05,0.000493157
10138,0.98759383,0.004374324,0.001362597
10139,0.973627388,0.006473339,0.003384574
10140,0.000393739,0.000465898,0.001048733
10141,0.000376163,0.000324909,0.000605747
10142,0.597281456,0.0003501,0.008702067
10143,0.037577454,0.045766953,0.002191388
10144,0.003479748,0.002500618,0.003382111
10145,0.963316262,0.005987665,0.00180599
10146,0.000270584,0.000176168,0.001829447
10147,0.954954326,0.081190579,0.004819323
10148,0.000224686,0.000264863,0.015524876
10149,0.009369118,0.003153116,0.001162961
10150,0.000629583,0.000709339,0.002510582
10151,0.00057166,0.000295413,0.003819694
10152,0.005222843,0.005346884,0.01062609
10153,0.000373219,0.001163538,0.000797667
10154,0.000558235,0.000473658,0.000807897
10155,0.00029464,0.000200616,0.011601414
10156,0.000490777,0.00047534,0.000554679
10157,0.000461084,0.000622107,0.001198166
10158,0.001106682,0.000296185,0.000639636
10159,0.000523252,0.000762877,0.000840945
10160,0.000757285,7.36E-05,0.013086639
10161,0.000301775,0.000358827,0.001960804
10162,0.053462178,0.042729676,0.004913648
10163,0.515965641,0.000298938,0.002967571
10164,0.000488911,8.37E-05,0.005529747
10165,0.000259568,6.87E-05,0.001336397
10166,0.954874635,0.002488019,0.001228166
10167,0.000516008,0.000682347,0.000929016
10168,0.001152373,0.005902647,0.025224164
10169,0.000454862,0.000354577,0.001310334
10170,0.000456338,0.000605602,0.000549302
10171,0.000436781,0.001107262,0.00100471
10172,0.001182938,0.000154608,0.001459994
10173,0.000598884,0.000239375,0.001480089
10174,0.000428224,0.000162395,0.000514894
10175,0.000626161,6.51E-05,0.012463385
10176,0.000674686,0.000148202,0.000578096
10177,0.001160247,0.000152948,0.000551959
10178,0.000777003,0.00030269,0.004041341
10179,0.000356428,9.37E-05,0.005352834
10180,0.000267595,0.000103731,0.000627402
10181,0.976522088,0.051197611,0.007831991
10182,0.001323586,0.000319874,0.012736755
10183,0.973737895,0.000672648,0.000115155
10184,0.000369253,0.001220955,0.000797097
10185,0.001244457,0.000110956,0.001405248
10186,0.00043291,0.000499602,0.021631621
10187,0.001005222,0.000290989,0.004710462
10188,0.000437445,0.000505602,0.000687952
10189,0.001128507,0.000118175,0.001730604
10190,0.000304845,0.000213035,0.006345629
10191,0.011386578,0.01662175,0.00271783
10192,0.560885429,0.004077654,0.003581699
10193,0.022360247,0.003892474,0.244628847
10194,0.000415156,0.000933916,0.049135543
10195,0.000511403,0.000413384,0.003288934
10196,0.002031468,0.003240668,0.002050217
10197,0.000353636,0.000350261,0.001054985
10198,0.005271738,0.000644698,0.003746748
10199,0.008234832,0.000424418,0.02147495
10200,0.018854288,0.002470097,0.005008176
10201,0.000516803,0.000169671,0.001977626
10202,0.000523834,0.000298695,0.00100178
10203,0.000477331,0.00042923,0.000803745
10204,0.013974141,0.004007744,0.007656322
10205,0.000322045,0.000840605,0.000595623
10206,0.000388883,0.000439018,0.000690879
10207,0.000366549,0.000122789,0.003179514
10208,0.973793626,0.005697859,0.004584763
10209,0.00081946,0.000140916,0.045548689
10210,0.001321126,0.000147738,0.000684146
10211,0.002347253,0.001211892,0.028239019
10212,0.983070433,0.004216104,0.002002957
10213,0.000435246,0.000660936,0.0007879
10214,0.000292164,0.00089275,0.001291517
10215,0.983416796,0.004500973,0.010883109
10216,0.00058312,0.00073603,0.000599529
10217,0.000527641,0.000403876,0.000857518
10218,0.000327365,8.22E-05,0.004503657
10219,0.004868076,0.012077966,0.007473083
10220,0.000410176,0.000601278,0.002515606
10221,0.000424456,0.000614629,0.001137224
10222,0.982851386,0.009669605,0.008749932
10223,0.000362108,0.000591742,0.001190083
10224,0.00028426,0.000543823,0.001333842
10225,0.004823533,0.004501031,0.006269615
10226,0.000563338,0.000786845,0.000713273
10227,0.000518104,0.000824592,0.000707109
10228,0.000776984,0.000160849,0.000766388
10229,0.000518907,0.0008115,0.000860632
10230,0.14279981,0.001804585,0.039335169
10231,0.981119931,0.01385446,0.0032806
10232,0.000408298,0.000694457,0.001025968
10233,0.001861027,0.0001959,0.015057239
10234,0.000336651,0.000563112,0.001037459
10235,0.000619272,0.000250854,0.007486322
10236,0.000481782,0.000619909,0.003364858
10237,0.000438977,0.000488749,0.000655906
10238,0.000416407,0.000194508,0.000663153
10239,0.000511686,0.000618079,0.0005827
10240,0.001578602,0.003125374,0.001601477
10241,0.000525697,0.001024019,0.000554255
10242,0.000279803,0.000123944,0.000499348
10243,0.000559505,0.001087089,0.001647573
10244,0.000272855,0.000390387,0.001959471
10245,0.000369253,0.001612175,0.000769815
10246,0.000419134,0.000287127,0.007269175
10247,0.000521202,0.000906041,0.00303354
10248,0.005534944,0.002676976,0.008893718
10249,0.000614166,0.005051272,0.002487738
10250,0.000433575,0.00058361,0.000540902
10251,0.000424854,0.000601499,0.001954871
10252,0.991634369,0.020214112,0.002650217
10253,0.968307853,0.019401392,0.002005646
10254,0.000484684,0.000574554,0.000630507
10255,0.001175752,0.000329603,0.00848491
10256,0.985434771,0.003609884,0.004379377
10257,0.000374832,0.000211922,0.001589276
10258,0.000556559,0.000424166,0.001861991
10259,0.002069903,0.003427799,0.00835034
10260,0.000432609,0.000144846,0.002788908
10261,0.000327204,0.000640076,0.001053488
10262,0.001100692,0.000146548,0.000448463
10263,0.000214133,0.000140825,0.001265146
10264,0.000664959,0.000156467,0.000731498
10265,0.000279904,0.000165661,0.001496163
10266,0.000469725,0.005040437,0.002057933
10267,0.000573934,0.00066387,0.001076379
10268,0.000621097,0.000497232,0.000823255
10269,0.330265075,0.015990011,0.016023334
10270,0.000591959,6.14E-05,0.008947506
10271,0.000613688,0.000251437,0.002339944
10272,0.895404041,0.010851606,0.021678429
10273,0.000438977,0.000483962,0.000700741
10274,0.000646334,0.000198129,0.001444399
10275,0.000321673,0.000129737,0.000543587
10276,0.000497153,0.000614561,0.000691656
10277,0.000619969,0.000546176,0.001296843
10278,0.96601963,0.0091642,0.005774968
10279,0.980412781,0.82379806,0.003119197
10280,0.000463481,0.000547532,0.000703762
10281,0.000438487,7.58E-05,0.044603571
10282,0.000362179,9.17E-05,0.00089019
10283,0.000628102,0.000131357,0.000671796
10284,0.000372124,0.000433869,0.002035851
10285,0.000699521,0.000378662,0.001046142
10286,0.000339775,0.000218358,0.000324795
10287,0.000454134,8.85E-05,0.000533175
10288,0.000377688,4.60E-05,0.001931052
10289,0.001516045,0.002262264,0.097812131
10290,0.000447283,0.000449573,0.001175461
10291,0.000385191,0.000659856,0.00119929
10292,0.000520473,0.000404056,0.04080959
10293,0.000396911,0.000696125,0.000909185
10294,0.025928764,0.016981609,0.001676349
10295,0.000976066,0.000363809,0.00215445
10296,0.000566541,0.000297134,0.001797829
10297,0.000482558,0.002465233,0.00129174
10298,0.000443836,0.000644036,0.000567363
10299,0.000572449,0.000704544,0.00059776
10300,0.000599439,0.000633837,0.001085495
10301,0.977958798,0.003744113,0.004096515
10302,0.000430749,0.000854378,0.001188839
10303,0.000459732,0.000621545,0.000566145
10304,0.000403055,0.000129134,0.000590499
10305,0.000398938,0.000104201,0.000752218
10306,0.00302205,0.000455033,0.005151772
10307,0.000901167,8.14E-05,0.002246376
10308,0.000437179,0.000174374,0.000592343
10309,0.003034331,0.000178321,0.025740594
10310,0.966078997,0.001611436,0.000637882
10311,0.000630105,0.000984678,0.001106787
10312,0.000446173,0.000394638,0.002129314
10313,0.000407025,0.000631876,0.00124917
10314,0.000704936,0.000469505,0.00203081
10315,0.005783231,0.002189664,0.002265262
10316,0.000169766,2.42E-05,0.043455914
10317,0.000623454,0.000612906,0.000976744
10318,0.00057198,0.000499721,0.003181546
10319,0.000676977,0.000349394,0.000745801
10320,0.000447187,0.000638907,0.001074621
10321,0.000655404,0.000262873,0.009360085
10322,0.001220438,0.001305865,0.007873752
10323,0.001283799,0.000610452,0.001977744
10324,0.000459732,0.000621545,0.000570173
10325,0.000953297,0.000264257,0.00137824
10326,0.000584486,0.000437702,0.001376529
10327,0.005433557,0.000137242,0.079248853
10328,0.000410581,0.000478532,0.000989219
10329,0.000817025,0.000497627,0.005679395
10330,0.00028011,0.00015421,0.000978413
10331,0.000423217,0.001008403,0.000787117
10332,0.000772313,0.000122686,0.001031318
10333,0.000402331,0.000178865,0.002451064
10334,0.000638007,0.000680256,0.000616447
10335,0.000484684,0.000574554,0.000630507
10336,0.000738418,0.000168077,0.000787863
10337,0.000597385,0.000473031,0.001273945
10338,0.000840659,0.000647832,0.00140644
10339,0.000362147,0.000539303,0.000715059
10340,0.00058312,0.000907775,0.000567613
10341,0.000307766,0.00044057,0.006105775
10342,0.983045816,0.009040727,0.00859635
10343,0.000433215,0.000492106,0.000728415
10344,0.000444813,4.20E-05,0.003076247
10345,0.000473322,0.000621798,0.000697227
10346,0.00117725,0.000159878,0.001427541
10347,0.043298356,0.008728486,0.004157085
10348,0.000767758,0.000710868,0.001262744
10349,0.00048329,0.000543847,0.000766694
10350,0.000250754,0.000198365,0.00073185
10351,0.000538478,0.001220596,0.00057967
10352,0.000139826,0.000470852,0.024755916
10353,0.000369253,0.001174734,0.000851476
10354,0.000506118,0.000291651,0.001331979
10355,0.000401087,0.00022225,0.00165794
10356,0.004847015,0.010288239,0.012195948
10357,0.000406871,0.000410317,0.001483809
10358,0.000760993,0.000141393,0.000779259
10359,0.000462014,0.000394419,0.001458101
10360,0.000494998,0.000492572,0.000952267
10361,0.000462266,0.000580505,0.000576785
10362,0.0004589,7.99E-05,0.024857339
10363,0.000482641,8.71E-05,0.007007474
10364,0.000469155,0.000154752,0.000838141
10365,0.693662047,0.003767887,0.003866725
10366,0.000493723,0.000622518,0.001446277
10367,0.00926586,0.004700794,0.020307468
10368,0.00050407,0.000765187,0.000604766
10369,0.000942111,0.000125519,0.000522005
10370,0.000399629,0.00040988,0.001306682
10371,0.000254899,0.000269638,0.001942064
10372,0.019319285,0.026707647,0.010728936
10373,0.000513073,0.00059345,0.0005827
10374,0.000709177,0.000151404,0.000860152
10375,0.000457897,0.000574554,0.000630507
10376,0.000406338,0.000276309,0.001052676
10377,0.000747883,0.000229228,0.007451098
10378,0.028824111,0.005921268,0.003048813
10379,0.000395084,0.000150557,0.000555064
10380,0.000427249,0.000486473,0.000961739
10381,0.000561732,0.000586555,0.001138808
10382,0.003386961,0.002674646,0.008753142
10383,0.94145447,0.656020164,0.004180197
10384,0.000301608,0.000628473,0.024766153
10385,0.000680363,0.000132727,0.000628288
10386,0.01175069,0.037116088,0.031363383
10387,0.000362556,0.001378993,0.000829818
10388,0.068570189,0.122060746,0.003216095
10389,0.001190773,7.63E-05,0.001881462
10390,0.000523368,0.000548955,0.000743618
10391,0.987792909,0.165746585,0.007160745
10392,0.000576923,0.001077467,0.0005991
10393,0.000523613,0.000353561,0.000532419
10394,0.00061003,0.003716889,0.002020661
10395,0.000316853,0.00079423,0.002085611
10396,0.000477553,0.000660702,0.000561603
10397,0.000582157,0.000570992,0.000765887
10398,0.000442131,0.000130562,0.001696141
10399,0.000328743,0.001333159,0.000797097
10400,0.000335957,0.000183089,0.001240382
10401,0.000621097,0.000497232,0.000823255
10402,0.005937499,0.004516442,0.012353471
10403,0.000471973,0.000704993,0.000633487
10404,0.000303751,0.002804097,0.000649955
10405,0.000192807,9.16E-05,0.001376131
10406,0.000587989,0.000388542,0.00240159
10407,0.000297355,0.000209926,0.002317664
10408,0.000350247,0.000381915,0.005696806
10409,0.000206342,0.000214415,0.002333477
10410,0.000868462,6.81E-05,0.055081207
10411,0.100512736,0.018032502,0.002497314
10412,0.00051569,0.000608854,0.000723411
10413,0.000269171,0.001356255,0.007860896
10414,0.000454214,0.000634824,0.000517477
10415,0.000309244,0.000442114,0.025856296
10416,0.001221447,0.000785624,0.001629915
10417,0.758282661,0.002826435,0.001374508
10418,0.000511406,0.000514925,0.000578751
10419,0.002609259,0.007449212,0.000891762
10420,0.00668601,0.00041615,0.005662052
10421,0.611081004,0.024262762,0.001713225
10422,0.001003878,8.89E-05,0.001750024
10423,0.000469488,3.00E-05,0.011912609
10424,0.00070815,0.000407401,0.002676795
10425,0.000515857,0.000411984,0.00155802
10426,0.000251459,0.000222476,0.001095574
10427,0.000317184,0.001414843,0.00065806
10428,0.000494633,0.000528933,0.000574649
10429,0.538854182,0.002626478,0.002223342
10430,0.769267559,0.01197013,0.002127742
10431,0.000411194,0.000556396,0.000622134
10432,0.014747503,0.003872208,0.011470917
10433,0.00041988,0.000629894,0.000704495
10434,0.000304466,0.001519516,0.000675488
10435,0.001113511,0.014425362,0.000601753
10436,0.000453025,0.000304935,0.018295607
10437,0.000251316,0.001227996,0.001160852
10438,0.000757885,0.000382769,0.010514545
10439,0.002956893,0.000449966,0.012345342
10440,0.046696402,0.030065116,0.003138701
10441,0.000329563,0.000160697,0.001838676
10442,0.008835576,0.001423632,0.018626422
10443,0.000451597,0.000504864,0.000632785
10444,0.053420361,0.079513058,0.004356775
10445,0.000484684,0.000574554,0.000630507
10446,0.000317502,0.000626348,0.001642754
10447,0.083976217,0.105287343,0.154527009
10448,0.000811664,0.000580406,0.000595126
