bano_cuarto,bano_escalera,cocina,cuarto,entrada,escalera,estudiof,estudiot,puerta,sala,tv,vestidor,consumo,id
0,0,0,0.15,0,0,0,0.1,0,0,0.02,0.01,4920,22454
0,0,0,0.92,0,0,0,0,0,0,0.01,0,3170,22455
0,0,0,0.53,0,0,0,0,0,0,0.71,1,4825,22456
0,0,0,0,0,0,0,0,0,0,0,0.99,4010,22457
0,0,0,0.94,0,0,0,0,0,0,0.07,0,4780,22458
0,0,0,0.02,0,0,0,0,0,0,0,0,2250,22459
0,0,0,0,0,0,0,0,0,0,0,0,3300,22460
0,0,0,0.36,0,0,0,0,0,0,0,0,3310,22461
0,0,0,0.49,0,0.01,0,0,0.01,0,0,0,3470,22462
0,0,0,0.02,0,0,0,0,0,0,0.33,0.91,2570,22463
0,0,0,0.92,0,0,0,0,0,0,0,0.99,3730,22464
0,0,0,0.97,0,0,0,0,0,0,0,0,5780,22465
0,0,0,0.57,0,0,0,0,0,0,0.03,0.99,4825,22466
0,0,0,0,0,0,0,0,0,0,0.13,1,3860,22467
0,0,0,0.96,0,0,0,0,0.11,0,0,0,2980,22468
0,0,0,0.79,0,0,0.1,0,0,0,0,0,3475,22469
0,0,0,0,0,0,0,0,0,0,0.16,0,4710,22470
0,0,0,0.01,0,0,0,0,0,0,0,1,4130,22471
0,0,0,0,0,0,0,0,0,0.99,0,0,3540,22472
0,0,0,0,0,0,0,0,0,0,0.98,0,11250,22473
0,0,0,0.18,0,0,0,0,0,0,0,1,2840,22474
0,0,0,0.28,0,0,0,0,0,0,0,0.38,2780,22475
0,0.11,0,0.76,0,0,0,0,0,0,0,0,3e3,22476
0,0,0,0.08,0.07,0.08,0.09,0.04,0.08,0,0.19,1,4870,22477
0,0,0.77,0.93,0,0,0,0,0,0,0.33,0,5080,22478
0,0,0,0,0,0,0,0,0,0,0,0,3270,22479
0,0,0,0,0,0,0,0,0,0,0,0,2220,22480
0,0,0,0,0,0,0,0,0,0,0,0,2940,22481
0,0,0,0.09,0,0,0,0,0,0,0.12,0.01,11820,22482
0,0,0,0.15,0,0,0,0,0,0,0,0,2450,22483
0,0,0,0.92,0,0,0,0,0,0,0.12,0.2,3790,22484
0,0,0,0,0,0,0,0,0,0,0,0,11970,22485
0,0,0,0.4,0,0,0,0,0,0,0,0,2e3,22486
0,0,0.99,0.36,0.1,0,0,0,0.13,0,0.02,0.93,11650,22487
0,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0,4300,22488
0,0,0,0.69,0,0,0,0,0,0,0,1,4700,22489
0,0,0,0.12,0,0,0,0,0,0,0.53,0.99,3780,22490
0,0,0.99,0.74,0,0,0,0,0.01,0.03,0,0,10800,22491
0,0,0,0.11,0,0,0,0,0,0,0.08,0.99,4200,22492
0,0,0,0,0,0,0,0,0,0,0,1,6390,22493
0,0.1,0,0.95,0,0.96,0,0,0,0,0.01,0.45,6800,22494
0,0,0,0.55,0,0,0,0,0,0,0,0,5260,22495
0,0,0.06,0.03,0,0.06,0.08,0.08,0.06,0.06,0.19,0.99,5280,22496
0,0,0,0,0,0,0,0,0,0,0,0,3135,22497
0.69,0,0.99,0.3,0,0,0,0,0.55,0.53,0,0.98,3390,22498
0,0,0,0.93,0,0,0,0,0,0.25,0,0,3370,22499
0,0,0.98,0.95,0,0,0.18,0,0.32,0,0.87,0.98,3950,22500
0,0,0.99,0.16,0.01,0,0.02,0,0.01,0,0.02,0.96,4785,22501
0.05,0,0.01,0.92,0.96,0,0,0,0.96,0.13,0,0.99,3720,22502
0,0,0,0.24,0,0,0,0.02,0,0,0,0.99,3600,22503
0,0,0.01,0.94,0.01,0.01,0.01,0,0.05,0.01,0.81,0,14640,22504
0,0,0.99,0.07,0,0.07,0.06,0,0.09,1,0.06,0,8055,22505
0,0,0,0.06,0,0,0,0,0,0,0,0,3040,22506
0,0,0.81,0.26,0.27,0.31,0,0,0.31,0.32,0,0,4010,22507
0,0,0,0.01,0,0,0,0,0,0,0,0,3545,22508
0,0,0,0.1,0,0.05,0.05,0,0,0,0.13,0,6775,22509
0,0,0,0.93,0,0,0,0,0,0,0,0.99,12830,22510
0,0,0,0.4,0,0,0,0,0,0,0,0.99,2050,22511
0,0,0.23,0,0,0,0,0,0.14,0.14,0,0,4630,22512
0,0,0,0.18,0,0.1,0.12,0.77,0,0,0.87,0.8,4930,22513
0.86,0,0,0.88,0,0,0.14,0.11,0,0,0.19,0,3220,22514
0,0,0,0,0,0,0,0,0,0,0,0,2505,22515
0,0,0,0.04,0,0,0,0.03,0,0,0,0,3859.5,22516
0,0,0,0,0,0,0,0,0,0,0.55,0,2600,22517
0,0,0,0.09,0,0,0.1,0,0,0,0.98,0.98,12920,22518
0,0,0,0.84,0,0,0,0,0,0,0.01,0,3060,22519
0,0,0,0,0,0,0,0,0,0,0.87,0.99,3660,22520
0,0,0,0.99,0.05,0.08,0.17,0,0.34,0,0.17,0,12230,22521
0,0,0,0.79,0,0,0.01,0,0,0,0.01,0,6060,22522
0,0,0,0,0,0,0,0,0,0,0.32,0,4980,22523
0,0,0,0,0,0,0,0,0,0,0.01,0,10450,22524
0,0,0,1,0,0,0,0,0,0,0,0,3070,22525
0.14,0,0,0.55,0,0,0,0,0,0,0,0.99,3370,22526
0.02,0,0,0.08,0,0.04,0,0.11,0.06,0.19,0,0,2630,22527
0,0,0,0.06,0,0,0,0,0,0,0,0,2290,22528
0,0,0,0.07,0,0,0,0,0,0,0,0,3860,22529
0.04,0.11,0.08,0.57,0.05,0.08,0,0.19,0.08,0,0,0,5140,22530
0,0,0.01,0.97,0,0.01,0,0,0.01,0,0,1,7420,22531
0,0,0,0.01,0,0.03,0.03,0,0,0.01,0.03,0.99,5170,22532
0,0,0,0.86,0,0,0,0,0,0,0,0.75,3870,22533
0,0.01,0,0.93,0,0,0,0,0,0,0,0,3270,22534
0,0,0,0.72,0,0,0,0,0,0,0,1,6690,22535
0,0,0,0.95,0,0,0,0,0,0,0,0.97,4050,22536
0,0,0,0.16,0,0,0,0,0,0,0,0,11780,22537
0,0,0,0.84,0,0,0,0.09,0,0,0.95,0,7240,22538
0,0,1,0.95,0.67,0,0,0,0.73,0.77,0,0,19790,22539
0,0,0,0,0,0,0,0,0,0,0,0,2650,22540
0,0,0,0.94,0.58,0.75,0,0,0.79,0,0,1,3280,22541
0,0,0,0,0,0,0,0,0,0,0,0,4030,22542
0,0,0,0.04,0,0,0,0.02,0,0,0,0,2250,22543
0,0,0.57,0.99,0.09,0.67,0.02,0.05,0.67,0.35,0.62,1,13970,22544
0,0,0.36,0.98,0,0.17,0.16,0,0.9,0,0.15,0.99,5080,22545
0,0,0,0,0,0,0,0,0,0,0,0.99,14510,22546
0,0,0,0,0,0,0,0,0,0,0,0,3310,22547
0,0,0,0,0,0,0,0,0,0,0,0.98,3650,22548
0,0,0,0.6,0.04,0.03,0.03,0,0.25,0,0.99,0.89,4630,22549
0,0,0.11,0.89,0,0.21,0,0.24,0.11,0.11,0,0,3700,22550
0,0,0,0.01,0,0,0,0,0,0,0,0,3930,22551
0,0,0,0.96,0,0,0,0,0,0,0.13,0,5680,22552
0,0,0,0.01,0,0,0,0,0,0,0,0.96,2710,22553
0,0,0,0.12,0,0,0,0,0,0,0,0.99,2475,22554
0,0,0,0,0,0,0,0,0,0,0.4,1,11620,22555
0,0,0,0.04,0,0,0,0,0,0,0,0.98,3110,22556
0,0,0,0.59,0,0,0,0,0,0,0,0,5710,22557
0,0,0,0,0,0,0.1,0,0,0,0,0,2380,22558
0,0,0,0.88,0,0,0,0,0,0,0,0.99,3625,22559
0,0,0,0,0,0,0,0,0,0,0.06,0.24,2870,22560
0,0,1,0.58,0.62,0.98,0.02,0,0.97,0,0.2,0.99,17720,22561
0,0,0,0.94,0,0,0,0,0,0,0.31,0,8310,22562
0,0,0,0.04,0,0,0,0,0,0,0,0,2250,22563
0,0,0.15,0.19,0.17,0.31,0.05,0.02,0.29,0.16,0.05,0.04,4880,22564
0,0,0,0.07,0,0,0,0,0,0,0,0,2460,22565
0,0,0,0.02,0,0,0,0,0,0,0,0,10710,22566
0,0,0.98,0.8,0.78,0.15,0.17,0,0.89,0.89,0.16,0,8290,22567
0,0,0,0.93,0,0.41,0,0.42,0,0,0,0,3230,22568
0,0,0,0.03,0,0,0,0,0,0,0,0.99,3930,22569
0,0,0,0.83,0,0.05,0.45,0.05,0,0,0.88,0.07,3790,22570
0,0,0,0.27,0,0,0,0,0,0,0,0,3660,22571
0,0,1,0,0,0,0,0,0,0.15,0,0,20400,22572
0.35,0,0,0.37,0,0.12,0.12,0,0,0,0,0,2530,22573
0,0,0,0.34,0,0,0,0,0,0,0,0.98,3330,22574
0,0,0,0,0.57,0,0,0,0.89,0,0.01,0,13930,22575
0,0,0,0.01,0,0,0,0,0,0,0,0,3500,22576
0,0,0,0.5,0,0,0,0,0,0,0,0,2840,22577
0,0,0,0.64,0,0,0,0,0,0,0,0,2700,22578
0,0,0,0.98,0,0,0,0,0,0,0.55,0,5160,22579
0.04,0,0,0.03,0,0,0,0.02,0,0,0,0,4034.5,22580
0,0,0,0,0,0,0,0.92,0,0,0.98,0.98,3910,22581
0,0,0,0.99,0,0,0,0,0,0,0,0.98,17105,22582
0,0,0.01,0.01,0.01,0,0,0,0.01,0.01,0,0,3380,22583
0,0,0,0,0,0,0,0,0,0,0,0,4360,22584
0,0,0,0.04,0,0,0,0,0,0,0.21,0,5360,22585
0,0,0.99,0.98,0.8,0.98,0,0,0.96,0,0,0.99,5670,22586
0,0,0.02,0.58,0,0.02,0,0,0,0.03,0,0,2510,22587
0,0,0,0.15,0,0,0,0,0,0,0,0,2740,22588
0,0,0,0.08,0,0,0,0,0,0,0.01,0,12090,22589
0,0,0,0,0,0,0,0,0,0,0.27,0,2410,22590
0,0,0,0,0,0,0,0,0,0,0,0,6590,22591
0,0,0,0.96,0,0,0,0,0,0,0.92,1,12560,22592
0,0,0,0.97,0,0,0,0,0,0,0,0,3175,22593
0,0,0,0.45,0,0,0,0,0,0,0.02,0,6330,22594
0,0,0,0.57,0,0,0,0,0,0,0,0,2745,22595
0,0,0,0.95,0.88,0.7,0.42,0,0.97,0,0.41,0.1,2930,22596
0,0,0,0.6,0,0,0,0,0,0,0,0,3020,22597
0,0,0,0.83,0,0,0,0,0,0,0,0.99,4059,22598
0,0,0,0.2,0,0,0,0,0,0,0.35,1,5540,22599
0,0,0,0,0,0,0,0,0.01,0,0,0,8090,22600
0,0,0,0.01,0,0,0,0,0,0,0,0,5910,22601
0.04,0,0.02,0.74,0,0.03,0,0,0.03,0.02,0,0,1830,22602
0,0,0,0.39,0,0,0,0,0,0,0,0,2525,22603
0,0,0,0,0,0,0,0,0,0,0.06,0,4320,22604
0,0,0,0.04,0,0,0,0,0,0,0,0,1850,22605
0,0,0,0.14,0,0,0,0,0,0,0,0.99,3190,22606
0,0,0,0,0,0,0,0,0,0,1,1,12110,22607
0,0,0,0.01,0,0.06,0.13,0,0,0.02,0.15,0,3810,22608
0,0,0,0,0,0,0,0.41,0,0,0,0,13870,22609
0,0,0,0.02,0,0,0,0,0,0,0,0.26,3290,22610
0,0,0,0,0,0,0.01,0,0,0,0,0.99,3260,22611
0,0,0.01,0.42,0,0.14,0.13,0,0.16,0.17,0.13,0.98,5240,22612
0,0,0,0.47,0,0,0,0,0,0,0,0.98,7810,22613
0,0,0.91,0.71,0,0,0,0,0,0,0,0,10615,22614
0,0,0,0.62,0,0,0,0.27,0,0,0,0,3910,22615
0,0,0,0.06,0,0,0,0,0,0,0,1,3860,22616
0,0,0,0.09,0,0.02,0.03,0.02,0,0,0.85,0.99,4050,22617
0,0,0,0,0,0,0.02,0,0,0,0.2,0.03,6640,22618
0,0,0.01,0.12,0.01,0.01,0.04,0,0.01,0,0.04,0.36,3530,22619
0,0,0,0,0,0,0,0,0,0,0,1,3350,22620
0,0,0,0,0,0,0,0,0,0,0,1,2810,22621
0,0,0,0.39,0,0,0,0,0,0,0,0,3210,22622
0,0,0,0.94,0,0,0.01,0,0,0,0.01,0.99,2920,22623
0,0,0,0.98,0,0,0,0,0,0,0,0,3910,22624
0,0.7,0,0.99,0,0,0,0,0,0,0,0,3050,22625
0,0,0,0,0,0,0.02,0,0,0,0.02,0,6240,22626
0,0,0,0,0,0,0.4,0.99,0,0,0.24,0.97,3510,22627
0,0,0,0.04,0,0,0,0,0,0,1,1,4615,22628
0,0,0,0.08,0,0,0,0,0,0,0,1,2120,22629
0,0,0.04,0.92,0,0.04,0,0,0.04,0,0,0.13,3830,22630
0,0,0,0,0,0,0,0,0,0,0,0,5650,22631
0,0,0.99,0.34,0,0,0,0,0.99,0,0,1,12870,22632
0,0,0,0,0,0,0,0,0,0,0,0,3e3,22633
0,0,0,0.08,0,0,0,0,0,0,0,0.97,3760,22634
0,0,0.19,1,0,0.24,0,0,0.23,0.22,0,0,3910,22635
0,0,0.01,0.04,0,0,0,0,0.01,0.99,0,0,4e3,22636
0,0,0,0.32,0,0,0,0,0,0,0,0,11220,22637
0,0.02,0.06,0.52,0,0.06,0,0,0.06,0.06,0,0.99,2310,22638
0,0,0,0,0,0,0,0,0,0,0.12,0,6310,22639
0,0,0,0.01,0,0,0,0,0,0,0.03,0.99,12120,22640
0,0,0.05,0.06,0,0.05,0.06,0,0.05,0.05,0.99,0,15460,22641
0,0,0,0,0,0,0,0,0,0,0,0.97,3430,22642
0,0,0,0,0,0,0,0,0,0,0.02,0.01,3260,22643
0,0,0,0,0,0,0,0,0,0,0.02,0.99,3250,22644
0,0,0,0.21,0,0,0,0,0,0,0,0,11150,22645
0,0,0,0,0,0,0,0,0,0,0,0.99,4610,22646
0,0,0,0.63,0,0,0,0,0,0,0,0.98,2495,22647
0.06,0,0.29,0.35,0,0.31,0.44,0,0.29,0.31,0.53,0.88,4980,22648
0,0,0,0,0,0,0,0,0,0,0,1,3415,22649
0,0,0,0.01,0,0,0,0,0,0,0.03,0,3905,22650
0,0.26,0,0.89,0.86,0.58,0.24,0.55,0.87,0,0.24,0.2,5260,22651
0,0.48,0.19,0.49,0.05,0.59,0.24,0.99,0.21,0.21,0.27,0,11550,22652
0,0,0,0,0,0,0,0,0,0,0.04,0.98,5650,22653
0,0,0,0.41,0,0,0,0,0,0,0,0,2170,22654
0,0,0,0.13,0,0,0,0,0,0,0.07,0.99,14510,22655
0,0,0,0,0,0.51,0.31,0,0.55,0,0.28,0,3585,22656
0,0,0.42,0,0,0,0,0,0.38,0.46,0,0,12100,22657
0,0,0,0,0,0,0.01,0,0,0,0.04,0,3380,22658
0,0,0,0.36,0,0,0,0,0.81,0.82,0,0,3340,22659
0,0,0,0.96,0,0,0,0,0,0,0,0,3520,22660
0,0,0,0.11,0,0,0,0,0,0,0,0.98,2410,22661
0,0,0,0.63,0,0,0,0,0,0,0,0,3390,22662
0,0,0,0,0,0,0,0,0,0.01,0,0,3150,22663
0,0,0,0.88,0,0,0,0,0,0,0,1,2330,22664
0,0,0,0,0,0,0,0,0,0,0,0,11840,22665
0.01,0,0.99,0.96,0.17,0.91,0.03,0.09,0.85,0.64,0.98,0.96,14360,22666
0,0,0,0,0,0,0,0,0,0,0,1,2890,22667
0,0,0,0,0,0,0,0,0,0,0.94,0.99,5840,22668
0,0,0.98,0.09,0,0,0,0,0.69,0.73,0.01,0.01,3395,22669
0,0,0,0.54,0,0,0,0,0,0,0,0,3410,22670
0,0,0.7,0.41,0,0.72,0,0.99,0.73,0.72,0,0,5005,22671
0,0,0,0,0,0,0,0,0,0,0,0,3300,22672
0,0,0,0.24,0,0,0,0,0,0,0.89,0.99,2850,22673
0.01,0,0,0.02,0,0,0,0,0,0,0,0,1800,22674
0,0,0,0.99,0,0,0,0,0,0,0,0,4860,22675
0,0.05,0.89,0.1,0.01,0.08,0.11,0,0.13,0.14,0.12,0,14680,22676
0,0,0,0.62,0,0,0,0,0,0,0,0,2850,22677
0,0,0,0,0,0.02,0,0,0,0,0.74,0.82,3160,22678
0,0,0.98,0.69,0,0.7,0.35,0.23,0.78,0,0,1,3780,22679
0,0,0,0.01,0,0,0,0,0,0,0,0,2260,22680
0,0,0,0.1,0,0,0,0,0,0,0,0,5320,22681
0,0,0,0.67,0,0,0,0,0,0,0,0.99,4050,22682
0,0,0,0.01,1,0,0.01,0,0,0,0.01,0.99,4380,22683
0,0,0,0.76,0,0.18,0.26,0,0.17,0,0.14,0,5580,22684
0,0,0,0,0,0,0,0,0,0,0,0,3710,22685
0,0,0,0.58,0,0,0,0,0,0,0,1,3330,22686
0,0,0.77,0.48,0.46,0.18,0,0.01,0.86,0.53,0,0,4200,22687
0,0,0,0.86,0,0,0.01,0,0,0.8,0.02,0,3510,22688
0,0,0,0.47,0,0,0,0,0,0,0,0.98,4095,22689
0,0,0,0,0,0.97,0,0,0,0,0,1,2750,22690
0,0,0,0.83,0,0,0,0,0,0,0,0,3300,22691
0,0,0.98,0.04,0.04,0,0,0,0.46,0.07,0,0,6080,22692
0,0,0,0.92,0,0,0,0,0,0,0,0,11740,22693
0,0,0,0,0,0,0,0,0,0,0,0,2980,22694
0,0,0,0,0,0,0,0,0,0,0.01,0,4440,22695
0,0,0,0.11,0,0.01,0.02,0,0,0.01,0.46,0,2670,22696
0,0,0,0.84,0,0,0,0,0,0,0,0,2780,22697
0,0,0,0.08,0,0,0,0,0,0,0,0.99,2440,22698
0,0,0.01,0.13,0,0.01,0.01,0,0.01,0.01,0.49,0.87,11930,22699
0,0,0,0,0,0,0,0,0,0,0,0,2590,22700
0,0,0,0,0,0,0,0,0,0,0,0,4130,22701
0,0,0,0.2,0,0,0,0,0,0,0,0,3680,22702
0,0,0.99,0.33,0,0.5,0.23,0.01,0.7,0.75,0.98,0.13,5180,22703
0,0,0,0.01,0,0,0.01,0,0,0,0.11,0,10680,22704
0,0,0,0,0,0,0,0,0,0,0.87,0.99,6190,22705
0,0,0,0.82,0,0.29,0,0.57,0,0,0,0.94,3780,22706
0,0,0,0,0,0,0,0,0,0,0,0.99,3080,22707
0,0,0,0.07,0,0,0,0,0,0,0,0,13960,22708
0,0,0,0.47,0,0,0,0,0,0,0,0,2975,22709
0,0,0,0.21,0,0,0.01,0,0,0,0.04,0.96,3320,22710
0,0,0,0,0,0,0,0,0,0,0,0,2380,22711
0,0,0,0.74,0,0,0,0,0,0,0,0,2330,22712
0.97,0.01,0.05,0.2,0.2,0.11,0.1,0.11,0.22,0,0,0,2885,22713
0.1,0,0,0.83,0,0.04,0.04,0.45,0,0,0.18,0.99,11060,22714
0,0,0,0.99,0,0,0,0,0,0,0,0.98,3200,22715
0,0,0,0.98,0,0,0,0,0,0,0,0.98,3340,22716
0,0.04,0,0.97,0.04,0.05,0.02,0,0.05,0,0.02,0,11630,22717
0,0,0,0,0,0,0,0,0,0,0,0,3030,22718
0,0,0.02,0.04,0.01,0.03,0.33,0.03,0.09,0.03,0.27,0.16,5550,22719
0,0,0,0.96,0,0,0,0,0,0,0,0,12460,22720
0,0,0,0.47,0,0.21,0,0,0.2,0.2,0,1,2380,22721
0,0,0,0,0,0,0,0,0,0,0,0,2270,22722
0,0.1,0,0.15,0,0,0,0,0,0,0,0.98,2780,22723
0,0.46,0,1,0,0,0,0,0,0,0,0,3530,22724
0,0,0,0.01,0,0,0,0.28,0,0,0,0,13750,22725
0.01,0,0.78,0.95,0.97,0.55,0,0,0.97,0,0,0,3660,22726
0,0,0,0.98,0,0,0,0,0,0,0,0.99,2920,22727
0,0,0,0.04,0,0,0,0,0,0,0,0.99,2920,22728
0,0,0,0,0,0,0,0,0,0,0,1,4300,22729
0,0,0,0,0,0,0,0,0,0,0,0,2170,22730
0,0,0,0.95,0,0,0,0,0,0,0,1,4720,22731
0,0,0,0,0,0,0,0,0,0,0.98,0,10030,22732
0,0,0,0,0,0,0,0,0,0,0,0.99,4800,22733
0,0,0.38,0.43,0.01,0.17,0.17,0.02,0.03,0,0.61,0.99,2900,22734
0,0,0.02,0.05,0,0.02,0.01,0.05,0.02,0.02,0.07,0,16780,22735
0,0,0,0,0,0,0,0,0,0,0,0,3240,22736
0,0,0,0,0,0,0,0,0,0,0,0,5450,22737
0,0,0.3,0.99,0,0.31,0,0.42,0.3,0.2,0,1,4760,22738
0,0,0,0.41,0,0,0,0,0,0,0,0,2275,22739
0,0,0.02,0.41,0.03,0.03,0.03,0.04,0.83,0.98,0,0.36,3820,22740
0.42,0,0,0.16,0,0,0,0,0,0,0,0,5300,22741
0,0.01,0.11,0.63,0.13,0.02,0,0,0.79,0.11,0,0,2950,22742
0,0,0.75,0.95,0.91,0.3,0.3,0.23,1,0.82,0.99,0.99,4690,22743
0,0,0,0.88,0.15,0.2,0.28,0,0.99,0.89,0,0,2560,22744
0,0,0,0,0,0,0,0,0,0.56,0,0,3320,22745
0,0,0.07,0.19,0.08,0.03,0.02,0,0.5,0.08,0.99,0,2390,22746
0,0.03,0,0.04,0,0,0,0,0,0,0,0,1960,22747
0.36,0,0,0,0,0,0,0,0,0,0,0,2700,22748
0,0,0,0,0,0,0,0,0,0,0,0,2750,22749
0,0,0,0.02,0,0,0,0,0,0,0,0.98,2830,22750
0.92,0,0,0.86,0,0,0,0,0,0,0.05,0.35,3420,22751
0,0,0,0.05,0,0,0,0,0,0,0,0,3150,22752
0,0,0,0.56,0,0,0,0,0,0,0,0.98,3080,22753
0,0,0,0.8,0,0,0,0,0,0,0,0.98,2610,22754
0,0,0,0.02,0,0,0.41,0,0,0,0.13,0.11,4450,22755
0,0,0,0.2,0,0,0,0,0,0,0,0.97,2360,22756
0,0,0,0,0,0.12,0,0.79,0.12,0.11,0,0.98,3730,22757
0,0,0,0,0,0,0,0,0,0,0,0.99,5330,22758
0,0,0,0,0,0,0,0,0,0,0,0,5660,22759
0,0,0,0,0,0,0,0,0,0,0,1,3610,22760
0,0,0,0.09,0,0,0,0,0,0,0,0.99,2320,22761
0,0,0,0,0,0,0,0,0,0.73,0,0,3370,22762
0,0,0,0.01,0,0,0,0,0,0,0.95,1,3660,22763
0,0,0,0.3,0,0,0,0,0,0,0,0,2780,22764
0,0,0,0.83,0,0,0,0,0,0,0,0,3090,22765
0,0,0,0.98,0,0,0,0,0,0,0,0,3645,22766
0.06,0,0.99,0.72,0.44,0.14,0,0,0.45,0,0,0.99,4059,22767
0,0,1,0.4,0.29,0.22,0.23,0,0.77,0.94,0.22,0,5550,22768
0,0,0,0.26,0,0,0,0,0,0,0,0,2900,22769
0,0,0,0.22,0,0,0,0,0,0,0,0,2110,22770
0,0,0,0,0,0,0,0,0,0,0.99,0,13005,22771
0,0,0.36,0.42,0,0.38,0.44,0,0.37,0.37,0.86,0,4695,22772
0,0,0,0.87,0,0,0,0,0,0,0,0,3080,22773
0,0,0,0.96,0,0,0,0,0,0,0,0,4510,22774
0,0,0,0.09,0,0,0,0,0,0,0,0,4990,22775
0,0,0,0,0,0,0,0,0,0,0,0,2100,22776
0,0,0,0,0,0,0,0,0,0,0.09,0,10890,22777
0,0,0.01,0.77,0,0.01,0.01,0.01,0.01,0,0.01,0.97,9570,22778
0,0,0,0.01,0,0,0,0,0,0,0,0,11695,22779
0,0,0.01,0.98,0.01,0.16,0.16,0,0.01,0,0.85,0.97,3460,22780
0,0.01,0,0.63,0.02,0.04,0.09,0.05,0.04,0.03,0.1,0.98,4910,22781
0,0,0,0.76,0,0,0.14,0,0,0,0.88,0,7670,22782
0,0,0,0.92,0,0,0,0,0,0,0,0,3660,22783
0,0,0,0,0,0.11,0.08,0,0,0,0.35,0.99,3140,22784
0,0,0,0.11,0,0,0,0,0,0,0,0,2590,22785
0,0,0,0.24,0,0.01,0,0,0,0.02,0,0,2450,22786
0,0,0,0.85,0,0,0,0,0,0,0.39,0.01,3700,22787
0,0,0.37,0.72,0,0.22,0,0.35,0.25,0,0,0,5160,22788
0,0,0,0.87,0,0,0,0,0,0,0,1,3200,22789
0,0,0,0,0,0,0,0,0,0,0,0,4330,22790
0,0,0,0.24,0,0,0,0,0,0,0,0,3890,22791
0,0,0,0,0,0,0,0,0,0,0,1,3580,22792
0,0,0,0.88,0,0,0,0,0,0,0.9,0,4690,22793
0,0,0,0,0,0,0,0,0,0,0.83,0,6310,22794
0,0,0,0.09,0,0,0,0,0,0,0,0,4340,22795
0,0,0,0.98,0,0,0,0,0,0,0,0,12130,22796
0.03,0,0,0.17,0,0,0,0.15,0.03,0,0,0,4330,22797
0,0,0,0,0,0,0,0.78,0,0,0,0,2700,22798
0,0,0.59,0.99,0,0.05,0,0.07,0.07,0,0,0.99,4040,22799
0,0.53,0,0.85,0,0.27,0.02,0.24,0,0,0,0.97,11730,22800
0,0,0,0,0,0,0,0,0,0,0,0.99,5230,22801
0,0,0,0.03,0,0,0,0,0,0,0.56,0,4495,22802
0.54,0,0.98,0,0,0,0,0,0.39,0,0.95,0.61,7050,22803
0,0.02,0,0.4,0,0,0.04,0,0,0,0,0,3520,22804
0,0,0,0.06,0,0,0,0,0,0,0,0.8,4210,22805
0,0,0,0,0,0,0,0,0,0,0,0,3020,22806
0,0,0,0,0,0.02,0.01,0,0.02,0.15,0,0.99,6420,22807
0,0,0,0,0,0,0,0,0,0,0,0,5780,22808
0,0.28,0,0.66,0,0,0.05,0,0,0,0.03,0.01,2770,22809
0,0.26,0,0.82,0,0.71,0,0.76,0,0,0,0,3190,22810
0,0,0,0.39,0,0,0,0,0,0,0,0,3130,22811
0,0,0,0.98,0,0,0,0,0,0,0,0,3320,22812
0,0,0,0.01,0,0.01,0,0.4,0.01,0,0.89,1,11530,22813
0,0,0,0.05,0,0,0,0,0,0,0,0,10610,22814
0,0,0,0,0,0,0,0,0,0,0.04,0.99,3500,22815
0,0,0,0,0,0,0,0,0,0,0.69,0.46,2670,22816
0,0,0,0,0,0,0,0,0,0,0,0,14430,22817
0,0,0,0,0,0,0,0,0,0,0,0,3380,22818
0,0,0.98,0.08,0.08,0.09,0.09,0,0.1,0,0.09,0.99,6740,22819
0,0,0,0.12,0.08,0.09,0.13,0,0.1,0,0.96,0.98,4500,22820
0.3,0,0,0.72,0,0,0.3,0,0,0,0,0,2090,22821
0.02,0,0,0.78,0,0,0.05,0.04,0,0,0.04,0,4019,22822
0,0,0.11,0.11,0,0.08,0.09,0.03,0.1,0,0.08,0,3650,22823
0,0,0,0,0,0,0,0,0,0,0,0,5350,22824
0,0,0,0.14,0,0,0,0,0,0,0,0,12010,22825
0,0,0,0.32,0,0,0,0,0,0,0,0,3250,22826
0,0,0,0.94,0,0,0,0,0,0,0,0,4200,22827
0,0,0.04,0.1,0.01,0.04,0.1,0,0.05,0.04,0.24,0.22,10290,22828
0,0,0,0,0,0,0,0,0,0,0,0.99,4310,22829
0,0,0,0.29,0,0,0,0,0,0,0,0,3060,22830
0,0,0,0.93,0,0,0,0.11,0,0,0,0.99,4890,22831
0,0,0,0.05,0,0,0,0.01,0,0,0,0.98,7600,22832
0,0,0,0.06,0,0,0,0,0,0,0.17,0,5815,22833
0.02,0,0.99,1,0,0.22,0.02,0,0.99,0.99,0.02,0,4760,22834
0,0,0,0,0,0,0,0,0,0,0.04,0,3280,22835
0,0,0,0.87,0,0,0,0,0,0,0,0,4460,22836
0,0,0.19,0.86,0.03,0.48,0.01,0.02,0.22,0.12,0.5,0.98,13930,22837
0,0,0,0.29,0,0,0,0,0,0,0,0.99,4850,22838
0,0,0,0.41,0,0,0.22,0,0,0,0.21,0,3990,22839
0,0,0,0,0,0,0,0,0,0,0,0.98,2380,22840
0,0,0.25,0.31,0.3,0.1,0.1,0.08,0.57,1,0.34,1,4750,22841
0,0,0,0,0,0,0,0,0,0,0,0.54,5190,22842
0,0,0,0.25,0,0,0,0,0,0,0.3,0,5330,22843
0,0,0,0.03,0,0,0,0,0,0,0,0.99,4059,22844
0,0,0,0,0,0,0,0,0,0,0,0,2600,22845
